orig_dataset	orig_entry	orig_label	dest_dataset	dest_entry	node	value
ensembl_gene	ENSG00000170430	MGMT	ncbigene	4255	gene_biological_process_ncbigene	cellular process
ensembl_gene	ENSG00000170430	MGMT	ncbigene	4255	gene_biological_process_ncbigene	developmental process
ensembl_gene	ENSG00000170430	MGMT	ncbigene	4255	gene_biological_process_ncbigene	response to stimulus
ensembl_gene	ENSG00000170430	MGMT	ncbigene	4255	gene_biological_process_ncbigene	biological regulation
ensembl_gene	ENSG00000170430	MGMT	uniprot	B4DEE8	protein_disease_related_proteins_uniprot	Unclassified
ensembl_gene	ENSG00000170430	MGMT	uniprot	P16455	protein_disease_related_proteins_uniprot	Unclassified
ensembl_gene	ENSG00000170430	MGMT	uniprot	B4DEE8	structure_data_existence_uniprot	Proteins without structure data
ensembl_gene	ENSG00000170430	MGMT	uniprot	P16455	structure_data_existence_uniprot	Proteins with structure data
ensembl_gene	ENSG00000170430	MGMT	uniprot	B4DEE8	interaction_proteins_in_pathway_reactome	Not in the pathway
ensembl_gene	ENSG00000170430	MGMT	uniprot	P16455	interaction_proteins_in_pathway_reactome	DNA Repair
ensembl_gene	ENSG00000118007	STAG1	ensembl_transcript	ENST00000236698	transcript_biotype_ensembl	protein coding
ensembl_gene	ENSG00000118007	STAG1	ensembl_transcript	ENST00000383202	transcript_biotype_ensembl	protein coding
ensembl_gene	ENSG00000118007	STAG1	ensembl_transcript	ENST00000434713	transcript_biotype_ensembl	protein coding
ensembl_gene	ENSG00000118007	STAG1	ensembl_transcript	ENST00000480733	transcript_biotype_ensembl	protein coding
ensembl_gene	ENSG00000118007	STAG1	ensembl_transcript	ENST00000492318	transcript_biotype_ensembl	protein coding
ensembl_gene	ENSG00000118007	STAG1	ensembl_transcript	ENST00000629124	transcript_biotype_ensembl	protein coding
ensembl_gene	ENSG00000118007	STAG1	ncbigene	10274	gene_evolutionary_conservation_homologene	Plant
ensembl_gene	ENSG00000118007	STAG1	ncbigene	10274	gene_molecular_function_ncbigene	binding
ensembl_gene	ENSG00000118007	STAG1	ncbigene	10274	gene_biological_process_ncbigene	cellular process
ensembl_gene	ENSG00000118007	STAG1	ncbigene	10274	gene_biological_process_ncbigene	reproductive process
ensembl_gene	ENSG00000118007	STAG1	uniprot	C9JJQ0	protein_disease_related_proteins_uniprot	Unclassified
ensembl_gene	ENSG00000118007	STAG1	uniprot	F8WCB3	protein_disease_related_proteins_uniprot	Unclassified
ensembl_gene	ENSG00000118007	STAG1	uniprot	F8WF82	protein_disease_related_proteins_uniprot	Unclassified
ensembl_gene	ENSG00000118007	STAG1	uniprot	H7C595	protein_disease_related_proteins_uniprot	Unclassified
ensembl_gene	ENSG00000118007	STAG1	uniprot	Q68DW7	protein_disease_related_proteins_uniprot	Unclassified
ensembl_gene	ENSG00000118007	STAG1	uniprot	Q8WVM7	protein_disease_related_proteins_uniprot	Intellectual disability
ensembl_gene	ENSG00000118007	STAG1	uniprot	Q8WVM7	protein_disease_related_proteins_uniprot	Disease variant
ensembl_gene	ENSG00000118007	STAG1	uniprot	C9JJQ0	structure_data_existence_uniprot	Proteins without structure data
ensembl_gene	ENSG00000118007	STAG1	uniprot	F8WCB3	structure_data_existence_uniprot	Proteins without structure data
ensembl_gene	ENSG00000118007	STAG1	uniprot	F8WF82	structure_data_existence_uniprot	Proteins without structure data
ensembl_gene	ENSG00000118007	STAG1	uniprot	H7C595	structure_data_existence_uniprot	Proteins without structure data
ensembl_gene	ENSG00000118007	STAG1	uniprot	Q68DW7	structure_data_existence_uniprot	Proteins without structure data
ensembl_gene	ENSG00000118007	STAG1	uniprot	Q8WVM7	structure_data_existence_uniprot	Proteins with structure data
ensembl_gene	ENSG00000118007	STAG1	uniprot	C9JJQ0	interaction_proteins_in_pathway_reactome	Not in the pathway
ensembl_gene	ENSG00000118007	STAG1	uniprot	F8WCB3	interaction_proteins_in_pathway_reactome	Not in the pathway
ensembl_gene	ENSG00000118007	STAG1	uniprot	F8WF82	interaction_proteins_in_pathway_reactome	Not in the pathway
ensembl_gene	ENSG00000118007	STAG1	uniprot	H7C595	interaction_proteins_in_pathway_reactome	Not in the pathway
ensembl_gene	ENSG00000118007	STAG1	uniprot	Q68DW7	interaction_proteins_in_pathway_reactome	Not in the pathway
ensembl_gene	ENSG00000118007	STAG1	uniprot	Q8WVM7	interaction_proteins_in_pathway_reactome	Reproduction
ensembl_gene	ENSG00000118007	STAG1	uniprot	Q8WVM7	interaction_proteins_in_pathway_reactome	Signaling Pathways
ensembl_gene	ENSG00000118007	STAG1	uniprot	Q8WVM7	interaction_proteins_in_pathway_reactome	Cell Cycle
ensembl_gene	ENSG00000118007	STAG1	uniprot	Q8WVM7	interaction_proteins_in_pathway_reactome	Metabolism of proteins
ensembl_gene	ENSG00000118007	STAG1	mondo	0030912	disease_diseases_mondo	human disease or disorder
ensembl_gene	ENSG00000168411	RFWD3	ensembl_transcript	ENST00000361070	transcript_biotype_ensembl	protein coding
ensembl_gene	ENSG00000168411	RFWD3	ensembl_transcript	ENST00000571750	transcript_biotype_ensembl	protein coding
ensembl_gene	ENSG00000168411	RFWD3	ensembl_transcript	ENST00000572337	transcript_biotype_ensembl	protein coding
ensembl_gene	ENSG00000168411	RFWD3	ensembl_transcript	ENST00000572990	transcript_biotype_ensembl	protein coding
ensembl_gene	ENSG00000168411	RFWD3	ensembl_transcript	ENST00000575113	transcript_biotype_ensembl	protein coding
ensembl_gene	ENSG00000168411	RFWD3	ensembl_transcript	ENST00000576652	transcript_biotype_ensembl	protein coding
ensembl_gene	ENSG00000168411	RFWD3	ncbigene	55159	gene_evolutionary_conservation_homologene	Insect, Worm
ensembl_gene	ENSG00000168411	RFWD3	ncbigene	55159	gene_molecular_function_ncbigene	catalytic activity
ensembl_gene	ENSG00000168411	RFWD3	ncbigene	55159	gene_molecular_function_ncbigene	binding
ensembl_gene	ENSG00000168411	RFWD3	ncbigene	55159	gene_biological_process_ncbigene	metabolic process
ensembl_gene	ENSG00000168411	RFWD3	ncbigene	55159	gene_biological_process_ncbigene	cellular process
ensembl_gene	ENSG00000168411	RFWD3	ncbigene	55159	gene_biological_process_ncbigene	response to stimulus
ensembl_gene	ENSG00000168411	RFWD3	ncbigene	55159	gene_biological_process_ncbigene	biological regulation
ensembl_gene	ENSG00000168411	RFWD3	uniprot	I3L284	protein_disease_related_proteins_uniprot	Unclassified
ensembl_gene	ENSG00000168411	RFWD3	uniprot	I3L299	protein_disease_related_proteins_uniprot	Unclassified
ensembl_gene	ENSG00000168411	RFWD3	uniprot	I3L2T2	protein_disease_related_proteins_uniprot	Unclassified
ensembl_gene	ENSG00000168411	RFWD3	uniprot	I3L4I5	protein_disease_related_proteins_uniprot	Unclassified
ensembl_gene	ENSG00000168411	RFWD3	uniprot	Q6PCD5	protein_disease_related_proteins_uniprot	Fanconi anemia
ensembl_gene	ENSG00000168411	RFWD3	uniprot	Q6PCD5	protein_disease_related_proteins_uniprot	Disease variant
ensembl_gene	ENSG00000168411	RFWD3	uniprot	I3L284	structure_data_existence_uniprot	Proteins without structure data
ensembl_gene	ENSG00000168411	RFWD3	uniprot	I3L299	structure_data_existence_uniprot	Proteins without structure data
ensembl_gene	ENSG00000168411	RFWD3	uniprot	I3L2T2	structure_data_existence_uniprot	Proteins without structure data
ensembl_gene	ENSG00000168411	RFWD3	uniprot	I3L4I5	structure_data_existence_uniprot	Proteins without structure data
ensembl_gene	ENSG00000168411	RFWD3	uniprot	Q6PCD5	structure_data_existence_uniprot	Proteins with structure data
ensembl_gene	ENSG00000168411	RFWD3	uniprot	I3L284	interaction_proteins_in_pathway_reactome	Not in the pathway
ensembl_gene	ENSG00000168411	RFWD3	uniprot	I3L299	interaction_proteins_in_pathway_reactome	Not in the pathway
ensembl_gene	ENSG00000168411	RFWD3	uniprot	I3L2T2	interaction_proteins_in_pathway_reactome	Not in the pathway
ensembl_gene	ENSG00000168411	RFWD3	uniprot	I3L4I5	interaction_proteins_in_pathway_reactome	Not in the pathway
ensembl_gene	ENSG00000168411	RFWD3	uniprot	Q6PCD5	interaction_proteins_in_pathway_reactome	Not in the pathway
ensembl_gene	ENSG00000168411	RFWD3	mondo	0044325	disease_diseases_mondo	human disease or disorder
ensembl_gene	ENSG00000136504	KAT7	ensembl_transcript	ENST00000259021	transcript_biotype_ensembl	protein coding
ensembl_gene	ENSG00000136504	KAT7	ensembl_transcript	ENST00000424009	transcript_biotype_ensembl	protein coding
ensembl_gene	ENSG00000136504	KAT7	ensembl_transcript	ENST00000435742	transcript_biotype_ensembl	protein coding
ensembl_gene	ENSG00000136504	KAT7	ensembl_transcript	ENST00000454930	transcript_biotype_ensembl	protein coding
ensembl_gene	ENSG00000136504	KAT7	ensembl_transcript	ENST00000506533	transcript_biotype_ensembl	protein coding
ensembl_gene	ENSG00000136504	KAT7	ensembl_transcript	ENST00000509773	transcript_biotype_ensembl	protein coding
ensembl_gene	ENSG00000136504	KAT7	ensembl_transcript	ENST00000510819	transcript_biotype_ensembl	protein coding
ensembl_gene	ENSG00000136504	KAT7	ncbigene	11143	gene_evolutionary_conservation_homologene	Insect, Worm
ensembl_gene	ENSG00000136504	KAT7	ncbigene	11143	gene_molecular_function_ncbigene	catalytic activity
ensembl_gene	ENSG00000136504	KAT7	ncbigene	11143	gene_molecular_function_ncbigene	binding
ensembl_gene	ENSG00000136504	KAT7	ncbigene	11143	gene_molecular_function_ncbigene	transcription regulator activity
ensembl_gene	ENSG00000136504	KAT7	ncbigene	11143	gene_biological_process_ncbigene	metabolic process
ensembl_gene	ENSG00000136504	KAT7	ncbigene	11143	gene_biological_process_ncbigene	cellular process
ensembl_gene	ENSG00000136504	KAT7	ncbigene	11143	gene_biological_process_ncbigene	multicellular organismal process
ensembl_gene	ENSG00000136504	KAT7	ncbigene	11143	gene_biological_process_ncbigene	developmental process
ensembl_gene	ENSG00000136504	KAT7	ncbigene	11143	gene_biological_process_ncbigene	response to stimulus
ensembl_gene	ENSG00000136504	KAT7	ncbigene	11143	gene_biological_process_ncbigene	immune system process
ensembl_gene	ENSG00000136504	KAT7	ncbigene	11143	gene_biological_process_ncbigene	biological regulation
ensembl_gene	ENSG00000136504	KAT7	uniprot	A0A6Q8PHH2	protein_disease_related_proteins_uniprot	Unclassified
ensembl_gene	ENSG00000136504	KAT7	uniprot	D6RFZ5	protein_disease_related_proteins_uniprot	Unclassified
ensembl_gene	ENSG00000136504	KAT7	uniprot	E7EUP3	protein_disease_related_proteins_uniprot	Unclassified
ensembl_gene	ENSG00000136504	KAT7	uniprot	O95251	protein_disease_related_proteins_uniprot	Unclassified
ensembl_gene	ENSG00000136504	KAT7	uniprot	A0A6Q8PHH2	structure_data_existence_uniprot	Proteins without structure data
ensembl_gene	ENSG00000136504	KAT7	uniprot	D6RFZ5	structure_data_existence_uniprot	Proteins without structure data
ensembl_gene	ENSG00000136504	KAT7	uniprot	E7EUP3	structure_data_existence_uniprot	Proteins without structure data
ensembl_gene	ENSG00000136504	KAT7	uniprot	O95251	structure_data_existence_uniprot	Proteins with structure data
ensembl_gene	ENSG00000136504	KAT7	uniprot	A0A6Q8PHH2	interaction_proteins_in_pathway_reactome	Not in the pathway
ensembl_gene	ENSG00000136504	KAT7	uniprot	D6RFZ5	interaction_proteins_in_pathway_reactome	Not in the pathway
ensembl_gene	ENSG00000136504	KAT7	uniprot	E7EUP3	interaction_proteins_in_pathway_reactome	Not in the pathway
ensembl_gene	ENSG00000136504	KAT7	uniprot	O95251	interaction_proteins_in_pathway_reactome	Chromatin organization
ensembl_gene	ENSG00000070756	PABPC1	ensembl_transcript	ENST00000318607	transcript_biotype_ensembl	protein coding
ensembl_gene	ENSG00000070756	PABPC1	ensembl_transcript	ENST00000517403	transcript_biotype_ensembl	protein coding
ensembl_gene	ENSG00000070756	PABPC1	ensembl_transcript	ENST00000517990	transcript_biotype_ensembl	protein coding
ensembl_gene	ENSG00000070756	PABPC1	ensembl_transcript	ENST00000518196	transcript_biotype_ensembl	protein coding
ensembl_gene	ENSG00000070756	PABPC1	ensembl_transcript	ENST00000518293	transcript_biotype_ensembl	protein coding
ensembl_gene	ENSG00000070756	PABPC1	ensembl_transcript	ENST00000519004	transcript_biotype_ensembl	protein coding
ensembl_gene	ENSG00000070756	PABPC1	ensembl_transcript	ENST00000519100	transcript_biotype_ensembl	protein coding
ensembl_gene	ENSG00000070756	PABPC1	ensembl_transcript	ENST00000519363	transcript_biotype_ensembl	protein coding
ensembl_gene	ENSG00000070756	PABPC1	ensembl_transcript	ENST00000520142	transcript_biotype_ensembl	protein coding
ensembl_gene	ENSG00000070756	PABPC1	ensembl_transcript	ENST00000520804	transcript_biotype_ensembl	protein coding
ensembl_gene	ENSG00000070756	PABPC1	ensembl_transcript	ENST00000520868	transcript_biotype_ensembl	protein coding
ensembl_gene	ENSG00000070756	PABPC1	ensembl_transcript	ENST00000521067	transcript_biotype_ensembl	protein coding
ensembl_gene	ENSG00000070756	PABPC1	ensembl_transcript	ENST00000521865	transcript_biotype_ensembl	protein coding
ensembl_gene	ENSG00000070756	PABPC1	ensembl_transcript	ENST00000522387	transcript_biotype_ensembl	protein coding
ensembl_gene	ENSG00000070756	PABPC1	ensembl_transcript	ENST00000522658	transcript_biotype_ensembl	protein coding
ensembl_gene	ENSG00000070756	PABPC1	ensembl_transcript	ENST00000522720	transcript_biotype_ensembl	protein coding
ensembl_gene	ENSG00000070756	PABPC1	ensembl_transcript	ENST00000523555	transcript_biotype_ensembl	protein coding
ensembl_gene	ENSG00000070756	PABPC1	ensembl_transcript	ENST00000610907	transcript_biotype_ensembl	protein coding
ensembl_gene	ENSG00000070756	PABPC1	ensembl_transcript	ENST00000676662	transcript_biotype_ensembl	protein coding
ensembl_gene	ENSG00000070756	PABPC1	ensembl_transcript	ENST00000677140	transcript_biotype_ensembl	protein coding
ensembl_gene	ENSG00000070756	PABPC1	ensembl_transcript	ENST00000677380	transcript_biotype_ensembl	protein coding
ensembl_gene	ENSG00000070756	PABPC1	ensembl_transcript	ENST00000677478	transcript_biotype_ensembl	protein coding
ensembl_gene	ENSG00000070756	PABPC1	ensembl_transcript	ENST00000677765	transcript_biotype_ensembl	protein coding
ensembl_gene	ENSG00000070756	PABPC1	ensembl_transcript	ENST00000677787	transcript_biotype_ensembl	protein coding
ensembl_gene	ENSG00000070756	PABPC1	ensembl_transcript	ENST00000679197	transcript_biotype_ensembl	protein coding
ensembl_gene	ENSG00000070756	PABPC1	ncbigene	26986	gene_evolutionary_conservation_homologene	Plant
ensembl_gene	ENSG00000070756	PABPC1	ncbigene	26986	gene_molecular_function_ncbigene	binding
ensembl_gene	ENSG00000070756	PABPC1	ncbigene	26986	gene_molecular_function_ncbigene	translation regulator activity
ensembl_gene	ENSG00000070756	PABPC1	ncbigene	26986	gene_biological_process_ncbigene	metabolic process
ensembl_gene	ENSG00000070756	PABPC1	ncbigene	26986	gene_biological_process_ncbigene	cellular process
ensembl_gene	ENSG00000070756	PABPC1	ncbigene	26986	gene_biological_process_ncbigene	biological regulation
ensembl_gene	ENSG00000070756	PABPC1	uniprot	A0A087WTT1	protein_disease_related_proteins_uniprot	Unclassified
ensembl_gene	ENSG00000070756	PABPC1	uniprot	A0A7I2V3J9	protein_disease_related_proteins_uniprot	Unclassified
ensembl_gene	ENSG00000070756	PABPC1	uniprot	A0A7I2V4N4	protein_disease_related_proteins_uniprot	Unclassified
ensembl_gene	ENSG00000070756	PABPC1	uniprot	A0A7I2V649	protein_disease_related_proteins_uniprot	Unclassified
ensembl_gene	ENSG00000070756	PABPC1	uniprot	A0A7I2YQ88	protein_disease_related_proteins_uniprot	Unclassified
ensembl_gene	ENSG00000070756	PABPC1	uniprot	A0A7I2YQ90	protein_disease_related_proteins_uniprot	Unclassified
ensembl_gene	ENSG00000070756	PABPC1	uniprot	A0A7I2YQE4	protein_disease_related_proteins_uniprot	Unclassified
